"","Date","Position","Plate","Strain","Rep","IPTG_uM","aTet_nM","Antibiotic","Media","Sealed","Induction_time","BA_2430","BA_7290","BA_810","bg_strain","IPTG_mM","Background_strain","Plasmid_1","Plasmid_2","Rha_mM","BA_1250","BA_21870","max_titer"
"14","2019-09-05","D2","1","BS3804",1,3.90625,2.109375,"amp, spec","mMOPS","N",NA,0.798982664850382,NA,0.525899916716739,0.54,NA,NA,NA,NA,NA,NA,NA,"0.52589992"
"15","2019-09-05","D3","1","BS3804",1,3.90625,4.21875,"amp, spec","mMOPS","N",NA,0.61086393246048,NA,0.693680852323592,0.54,NA,NA,NA,NA,NA,NA,NA,"0.69368085"
"16","2019-09-05","D4","1","BS3804",1,3.90625,8.4375,"amp, spec","mMOPS","N",NA,0.858870617771765,NA,0.357997537895206,0.57,NA,NA,NA,NA,NA,NA,NA,"0.35799754"
"17","2019-09-05","D5","1","BS3804",1,3.90625,16.875,"amp, spec","mMOPS","N",NA,0.807275361935832,NA,0.411157618819797,0.54,NA,NA,NA,NA,NA,NA,NA,"0.41115762"
"18","2019-09-05","D6","1","BS3804",1,3.90625,33.75,"amp, spec","mMOPS","N",NA,1.27154786800559,NA,0.498333259191973,0.585,NA,NA,NA,NA,NA,NA,NA,"0.49833326"
"19","2019-09-05","D7","1","BS3804",2,3.90625,0,"amp, spec","mMOPS","N",NA,0.895086713811019,NA,0.490725866829378,0.495,NA,NA,NA,NA,NA,NA,NA,"0.49072587"
"20","2019-09-05","D8","1","BS3804",2,3.90625,2.109375,"amp, spec","mMOPS","N",NA,1.01315806533973,NA,0.494514934644941,0.48,NA,NA,NA,NA,NA,NA,NA,"0.49451493"
"21","2019-09-05","D9","1","BS3804",2,3.90625,4.21875,"amp, spec","mMOPS","N",NA,0.84131583489303,NA,0.389605530853203,0.47,NA,NA,NA,NA,NA,NA,NA,"0.38960553"
"22","2019-09-05","D10","1","BS3804",2,3.90625,8.4375,"amp, spec","mMOPS","N",NA,0.904376881557319,NA,0.36076176338357,0.48,NA,NA,NA,NA,NA,NA,NA,"0.36076176"
"23","2019-09-05","D11","1","BS3804",2,3.90625,16.875,"amp, spec","mMOPS","N",NA,1.07791186812902,NA,0.486965831574625,0.48,NA,NA,NA,NA,NA,NA,NA,"0.48696583"
"24","2019-09-05","D12","1","BS3804",2,3.90625,33.75,"amp, spec","mMOPS","N",NA,1.20756636441189,NA,0.772549230446473,0.495,NA,NA,NA,NA,NA,NA,NA,"0.77254923"
"25","2019-09-05","E1","1","BS3804",1,15.625,0,"amp, spec","mMOPS","N",NA,1.49996862307118,1.60313163867389,1.10899054312301,0.775,NA,NA,NA,NA,NA,NA,NA,"1.10899054"
"26","2019-09-05","E2","1","BS3804",1,15.625,2.109375,"amp, spec","mMOPS","N",NA,1.64604326402194,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA," 1.6460433"
"27","2019-09-05","E3","1","BS3804",1,15.625,4.21875,"amp, spec","mMOPS","N",NA,2.26702247317615,NA,0.867027920161712,0.79,NA,NA,NA,NA,NA,NA,NA,"0.86702792"
"28","2019-09-05","E4","1","BS3804",1,15.625,8.4375,"amp, spec","mMOPS","N",NA,2.43694773077947,NA,0.559276784231501,0.775,NA,NA,NA,NA,NA,NA,NA,"0.55927678"
"29","2019-09-05","E5","1","BS3804",1,15.625,16.875,"amp, spec","mMOPS","N",NA,1.9417383414147,NA,0.59021469834436,0.78,NA,NA,NA,NA,NA,NA,NA,"0.59021470"
"30","2019-09-05","E6","1","BS3804",1,15.625,33.75,"amp, spec","mMOPS","N",NA,2.13083478428676,1.74337362512938,0.71535489259135,0.855,NA,NA,NA,NA,NA,NA,NA,"0.71535489"
"31","2019-09-05","E7","1","BS3804",2,15.625,0,"amp, spec","mMOPS","N",NA,1.6291343642565,NA,0.576751372872159,0.825,NA,NA,NA,NA,NA,NA,NA,"0.57675137"
"32","2019-09-05","E8","1","BS3804",2,15.625,2.109375,"amp, spec","mMOPS","N",NA,1.71545215949591,NA,0.563595157902761,0.76,NA,NA,NA,NA,NA,NA,NA,"0.56359516"
"33","2019-09-05","E9","1","BS3804",2,15.625,4.21875,"amp, spec","mMOPS","N",NA,1.56321797237358,NA,0.490725866829378,0.74,NA,NA,NA,NA,NA,NA,NA,"0.49072587"
"34","2019-09-05","E10","1","BS3804",2,15.625,8.4375,"amp, spec","mMOPS","N",NA,2.13083478428676,NA,0.563595157902761,0.72,NA,NA,NA,NA,NA,NA,NA,"0.56359516"
"35","2019-09-05","E11","1","BS3804",2,15.625,16.875,"amp, spec","mMOPS","N",NA,1.96189177977193,NA,0.486965831574625,0.71,NA,NA,NA,NA,NA,NA,NA,"0.48696583"
"36","2019-09-05","E12","1","BS3804",2,15.625,33.75,"amp, spec","mMOPS","N",NA,1.32516537307949,NA,0.860384586750887,0.765,NA,NA,NA,NA,NA,NA,NA,"0.86038459"
"37","2019-09-05","F1","1","BS3804",1,62.5,0,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-09-05","F2","1","BS3804",1,62.5,2.109375,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-09-05","F3","1","BS3804",1,62.5,4.21875,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-09-05","F4","1","BS3804",1,62.5,8.4375,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-09-05","F5","1","BS3804",1,62.5,16.875,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-09-05","F6","1","BS3804",1,62.5,33.75,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-09-05","F7","1","BS3804",2,62.5,0,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-09-05","F8","1","BS3804",2,62.5,2.109375,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-09-05","F9","1","BS3804",2,62.5,4.21875,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-09-05","F10","1","BS3804",2,62.5,8.4375,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-09-05","F11","1","BS3804",2,62.5,16.875,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-09-05","F12","1","BS3804",2,62.5,33.75,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-09-05","G1","1","BS3804",1,250,0,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-09-05","G2","1","BS3804",1,250,2.109375,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-09-05","G3","1","BS3804",1,250,4.21875,"amp, spec","mMOPS","N",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-09-05","G4","1","BS3804",1,250,8.4375,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-09-05","G5","1","BS3804",1,250,16.875,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-09-05","G6","1","BS3804",1,250,33.75,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-09-05","G7","1","BS3804",2,250,0,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-09-05","G8","1","BS3804",2,250,2.109375,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-09-05","G9","1","BS3804",2,250,4.21875,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-09-05","G10","1","BS3804",2,250,8.4375,"amp, spec","mMOPS","N",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-09-05","G11","1","BS3804",2,250,16.875,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-09-05","G12","1","BS3804",2,250,33.75,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-09-05","H1","1","BS3804",1,1000,0,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-09-05","H2","1","BS3804",1,1000,2.109375,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-09-05","H3","1","BS3804",1,1000,4.21875,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-09-05","H4","1","BS3804",1,1000,8.4375,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-09-05","H5","1","BS3804",1,1000,16.875,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-09-05","H6","1","BS3804",1,1000,33.75,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-09-05","H7","1","BS3804",2,1000,0,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-09-05","H8","1","BS3804",2,1000,2.109375,"amp, spec","mMOPS","N",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-09-05","H9","1","BS3804",2,1000,4.21875,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-09-05","H10","1","BS3804",2,1000,8.4375,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-09-05","H11","1","BS3804",2,1000,16.875,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-09-05","H12","1","BS3804",2,1000,33.75,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-09-05","C1","1F","BS3804",1,0,0,"amp, spec","FIT","Y",4,NA,NA,NA,3.625,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-09-05","C2","1F","BS3804",1,0,2.109375,"amp, spec","FIT","Y",4,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-09-05","C3","1F","BS3804",1,0,4.21875,"amp, spec","FIT","Y",4,NA,NA,NA,3.725,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-09-05","C4","1F","BS3804",1,0,8.4375,"amp, spec","FIT","Y",4,NA,NA,NA,3.625,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-09-05","C5","1F","BS3804",1,0,16.875,"amp, spec","FIT","Y",4,NA,NA,NA,3.45,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-09-05","C6","1F","BS3804",1,0,33.75,"amp, spec","FIT","Y",4,NA,NA,NA,3.975,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-09-05","C7","1F","BS3804",2,0,0,"amp, spec","FIT","Y",4,NA,NA,NA,3.675,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-09-05","C8","1F","BS3804",2,0,2.109375,"amp, spec","FIT","Y",4,NA,NA,NA,3.325,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-09-05","C9","1F","BS3804",2,0,4.21875,"amp, spec","FIT","Y",4,NA,NA,NA,3.45,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-09-05","C10","1F","BS3804",2,0,8.4375,"amp, spec","FIT","Y",4,NA,NA,NA,3.375,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-09-05","C11","1F","BS3804",2,0,16.875,"amp, spec","FIT","Y",4,NA,NA,NA,3.35,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-09-05","C12","1F","BS3804",2,0,33.75,"amp, spec","FIT","Y",4,NA,NA,NA,3.35,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-09-05","D1","1F","BS3804",1,3.90625,0,"amp, spec","FIT","Y",4,NA,NA,1.13077419964164,3.675,NA,NA,NA,NA,NA,NA,NA,"1.13077420"
"86","2019-09-05","D2","1F","BS3804",1,3.90625,2.109375,"amp, spec","FIT","Y",4,NA,NA,1.70431358903042,3.825,NA,NA,NA,NA,NA,NA,NA,"1.70431359"
"87","2019-09-05","D3","1F","BS3804",1,3.90625,4.21875,"amp, spec","FIT","Y",4,NA,NA,1.46342589375245,4.05,NA,NA,NA,NA,NA,NA,NA,"1.46342589"
"88","2019-09-05","D4","1F","BS3804",1,3.90625,8.4375,"amp, spec","FIT","Y",4,NA,NA,1.396394199664,3.85,NA,NA,NA,NA,NA,NA,NA,"1.39639420"
"89","2019-09-05","D5","1F","BS3804",1,3.90625,16.875,"amp, spec","FIT","Y",4,NA,NA,2.42253326355858,3.8,NA,NA,NA,NA,NA,NA,NA,"2.42253326"
"90","2019-09-05","D6","1F","BS3804",1,3.90625,33.75,"amp, spec","FIT","Y",4,NA,NA,1.78612646619517,4.225,NA,NA,NA,NA,NA,NA,NA,"1.78612647"
"91","2019-09-05","D7","1F","BS3804",2,3.90625,0,"amp, spec","FIT","Y",4,NA,NA,2.28463263024902,3.95,NA,NA,NA,NA,NA,NA,NA,"2.28463263"
"92","2019-09-05","D8","1F","BS3804",2,3.90625,2.109375,"amp, spec","FIT","Y",4,NA,NA,2.03193414287006,3.725,NA,NA,NA,NA,NA,NA,NA,"2.03193414"
"93","2019-09-05","D9","1F","BS3804",2,3.90625,4.21875,"amp, spec","FIT","Y",4,NA,NA,2.08013239417113,3.6,NA,NA,NA,NA,NA,NA,NA,"2.08013239"
"94","2019-09-05","D10","1F","BS3804",2,3.90625,8.4375,"amp, spec","FIT","Y",4,NA,NA,2.20568937463528,3.475,NA,NA,NA,NA,NA,NA,NA,"2.20568937"
"95","2019-09-05","D11","1F","BS3804",2,3.90625,16.875,"amp, spec","FIT","Y",4,NA,NA,1.41285863717357,3.775,NA,NA,NA,NA,NA,NA,NA,"1.41285864"
"96","2019-09-05","D12","1F","BS3804",2,3.90625,33.75,"amp, spec","FIT","Y",4,NA,NA,1.07897949616054,3.625,NA,NA,NA,NA,NA,NA,NA,"1.07897950"
"97","2019-09-05","E1","1F","BS3804",1,15.625,0,"amp, spec","FIT","Y",4,NA,11.2226961439757,NA,6.6,NA,NA,NA,NA,NA,NA,NA,"11.2226961"
"98","2019-09-05","E2","1F","BS3804",1,15.625,2.109375,"amp, spec","FIT","Y",4,NA,12.0845871876357,NA,6.175,NA,NA,NA,NA,NA,NA,NA,"12.0845872"
"99","2019-09-05","E3","1F","BS3804",1,15.625,4.21875,"amp, spec","FIT","Y",4,NA,8.80059511887845,NA,6.675,NA,NA,NA,NA,NA,NA,NA," 8.8005951"
"100","2019-09-05","E4","1F","BS3804",1,15.625,8.4375,"amp, spec","FIT","Y",4,NA,9.9907928073468,NA,6.375,NA,NA,NA,NA,NA,NA,NA," 9.9907928"
"101","2019-09-05","E5","1F","BS3804",1,15.625,16.875,"amp, spec","FIT","Y",4,14.3371087606274,10.0969594423459,NA,6.95,NA,NA,NA,NA,NA,NA,NA,"14.3371088"
"102","2019-09-05","E6","1F","BS3804",1,15.625,33.75,"amp, spec","FIT","Y",4,17.4488167172499,10.3126892233388,NA,7.075,NA,NA,NA,NA,NA,NA,NA,"17.4488167"
"103","2019-09-05","E7","1F","BS3804",2,15.625,0,"amp, spec","FIT","Y",4,14.9767683800318,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,"14.9767684"
"104","2019-09-05","E8","1F","BS3804",2,15.625,2.109375,"amp, spec","FIT","Y",4,NA,10.3126892233388,NA,6.4,NA,NA,NA,NA,NA,NA,NA,"10.3126892"
"105","2019-09-05","E9","1F","BS3804",2,15.625,4.21875,"amp, spec","FIT","Y",4,13.8753574372625,8.80059511887845,NA,6.075,NA,NA,NA,NA,NA,NA,NA,"13.8753574"
"106","2019-09-05","E10","1F","BS3804",2,15.625,8.4375,"amp, spec","FIT","Y",4,14.3371087606274,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,"14.3371088"
"107","2019-09-05","E11","1F","BS3804",2,15.625,16.875,"amp, spec","FIT","Y",4,14.3371087606274,7.91781679231525,NA,5.725,NA,NA,NA,NA,NA,NA,NA,"14.3371088"
"108","2019-09-05","E12","1F","BS3804",2,15.625,33.75,"amp, spec","FIT","Y",4,10.7955335546885,NA,NA,6.225,NA,NA,NA,NA,NA,NA,NA,"10.7955336"
"109","2019-09-05","F1","1F","BS3804",1,62.5,0,"amp, spec","FIT","Y",4,NA,NA,0.982398733561525,1.5,NA,NA,NA,NA,NA,NA,NA,"0.98239873"
"110","2019-09-05","F2","1F","BS3804",1,62.5,2.109375,"amp, spec","FIT","Y",4,NA,NA,1.11759697110823,1.675,NA,NA,NA,NA,NA,NA,NA,"1.11759697"
"111","2019-09-05","F3","1F","BS3804",1,62.5,4.21875,"amp, spec","FIT","Y",4,NA,NA,1.06640584581701,1.55,NA,NA,NA,NA,NA,NA,NA,"1.06640585"
"112","2019-09-05","F4","1F","BS3804",1,62.5,8.4375,"amp, spec","FIT","Y",4,NA,NA,1.25658526710657,1.5,NA,NA,NA,NA,NA,NA,NA,"1.25658527"
"113","2019-09-05","F5","1F","BS3804",1,62.5,16.875,"amp, spec","FIT","Y",4,NA,NA,1.48068068053356,1.35,NA,NA,NA,NA,NA,NA,NA,"1.48068068"
"114","2019-09-05","F6","1F","BS3804",1,62.5,33.75,"amp, spec","FIT","Y",4,NA,NA,1.38012162685721,1.525,NA,NA,NA,NA,NA,NA,NA,"1.38012163"
"115","2019-09-05","F7","1F","BS3804",2,62.5,0,"amp, spec","FIT","Y",4,NA,NA,1.27140126219643,1.15,NA,NA,NA,NA,NA,NA,NA,"1.27140126"
"116","2019-09-05","F8","1F","BS3804",2,62.5,2.109375,"amp, spec","FIT","Y",4,NA,NA,1.07897949616054,1.1,NA,NA,NA,NA,NA,NA,NA,"1.07897950"
"117","2019-09-05","F9","1F","BS3804",2,62.5,4.21875,"amp, spec","FIT","Y",4,NA,NA,1.6648233455776,1.2,NA,NA,NA,NA,NA,NA,NA,"1.66482335"
"118","2019-09-05","F10","1F","BS3804",2,62.5,8.4375,"amp, spec","FIT","Y",4,NA,NA,1.396394199664,0.95,NA,NA,NA,NA,NA,NA,NA,"1.39639420"
"119","2019-09-05","F11","1F","BS3804",2,62.5,16.875,"amp, spec","FIT","Y",4,NA,NA,0.948452902047375,1.1,NA,NA,NA,NA,NA,NA,NA,"0.94845290"
"120","2019-09-05","F12","1F","BS3804",2,62.5,33.75,"amp, spec","FIT","Y",4,NA,NA,1.0057016054603,1.375,NA,NA,NA,NA,NA,NA,NA,"1.00570161"
"121","2019-09-05","G1","1F","BS3804",1,250,0,"amp, spec","FIT","Y",4,NA,NA,0.970950565901545,1.7,NA,NA,NA,NA,NA,NA,NA,"0.97095057"
"122","2019-09-05","G2","1F","BS3804",1,250,2.109375,"amp, spec","FIT","Y",4,NA,NA,1.21316518694653,1.175,NA,NA,NA,NA,NA,NA,NA,"1.21316519"
"123","2019-09-05","G3","1F","BS3804",1,250,4.21875,"amp, spec","FIT","Y",4,NA,NA,1.46342589375245,1.25,NA,NA,NA,NA,NA,NA,NA,"1.46342589"
"124","2019-09-05","G4","1F","BS3804",1,250,8.4375,"amp, spec","FIT","Y",4,NA,NA,0.993981882905815,1.325,NA,NA,NA,NA,NA,NA,NA,"0.99398188"
"125","2019-09-05","G5","1F","BS3804",1,250,16.875,"amp, spec","FIT","Y",4,NA,NA,1.11759697110823,1.1,NA,NA,NA,NA,NA,NA,NA,"1.11759697"
"126","2019-09-05","G6","1F","BS3804",1,250,33.75,"amp, spec","FIT","Y",4,NA,NA,1.21316518694653,1.375,NA,NA,NA,NA,NA,NA,NA,"1.21316519"
"127","2019-09-05","G7","1F","BS3804",2,250,0,"amp, spec","FIT","Y",4,NA,NA,0.873737642632895,0.975,NA,NA,NA,NA,NA,NA,NA,"0.87373764"
"128","2019-09-05","G8","1F","BS3804",2,250,2.109375,"amp, spec","FIT","Y",4,NA,NA,0.993981882905815,1.025,NA,NA,NA,NA,NA,NA,NA,"0.99398188"
"129","2019-09-05","G9","1F","BS3804",2,250,4.21875,"amp, spec","FIT","Y",4,NA,NA,1.22746922975484,1.075,NA,NA,NA,NA,NA,NA,NA,"1.22746923"
"130","2019-09-05","G10","1F","BS3804",2,250,8.4375,"amp, spec","FIT","Y",4,NA,NA,0.88403960379856,0.9,NA,NA,NA,NA,NA,NA,NA,"0.88403960"
"131","2019-09-05","G11","1F","BS3804",2,250,16.875,"amp, spec","FIT","Y",4,NA,NA,1.11759697110823,1.1,NA,NA,NA,NA,NA,NA,NA,"1.11759697"
"132","2019-09-05","G12","1F","BS3804",2,250,33.75,"amp, spec","FIT","Y",4,NA,NA,0.905009359700095,0.9,NA,NA,NA,NA,NA,NA,NA,"0.90500936"
"133","2019-09-05","H1","1F","BS3804",1,1000,0,"amp, spec","FIT","Y",4,NA,NA,0.843546489294515,1.45,NA,NA,NA,NA,NA,NA,NA,"0.84354649"
"134","2019-09-05","H2","1F","BS3804",1,1000,2.109375,"amp, spec","FIT","Y",4,NA,NA,NA,1.075,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-09-05","H3","1F","BS3804",1,1000,4.21875,"amp, spec","FIT","Y",4,NA,NA,1.51580298987977,1.15,NA,NA,NA,NA,NA,NA,NA,"1.51580299"
"136","2019-09-05","H4","1F","BS3804",1,1000,8.4375,"amp, spec","FIT","Y",4,NA,NA,0.993981882905815,1.45,NA,NA,NA,NA,NA,NA,NA,"0.99398188"
"137","2019-09-05","H5","1F","BS3804",1,1000,16.875,"amp, spec","FIT","Y",4,NA,NA,1.07897949616054,1.2,NA,NA,NA,NA,NA,NA,NA,"1.07897950"
"138","2019-09-05","H6","1F","BS3804",1,1000,33.75,"amp, spec","FIT","Y",4,NA,NA,1.396394199664,1,NA,NA,NA,NA,NA,NA,NA,"1.39639420"
"139","2019-09-05","H7","1F","BS3804",2,1000,0,"amp, spec","FIT","Y",4,NA,NA,1.06640584581701,1.025,NA,NA,NA,NA,NA,NA,NA,"1.06640585"
"140","2019-09-05","H8","1F","BS3804",2,1000,2.109375,"amp, spec","FIT","Y",4,NA,NA,0.814398561857625,1.05,NA,NA,NA,NA,NA,NA,NA,"0.81439856"
"141","2019-09-05","H9","1F","BS3804",2,1000,4.21875,"amp, spec","FIT","Y",4,NA,NA,0.814398561857625,1.075,NA,NA,NA,NA,NA,NA,NA,"0.81439856"
"142","2019-09-05","H10","1F","BS3804",2,1000,8.4375,"amp, spec","FIT","Y",4,NA,NA,0.9596358069465,0.975,NA,NA,NA,NA,NA,NA,NA,"0.95963581"
"143","2019-09-05","H11","1F","BS3804",2,1000,16.875,"amp, spec","FIT","Y",4,NA,NA,NA,0.925,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-09-05","H12","1F","BS3804",2,1000,33.75,"amp, spec","FIT","Y",4,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-09-05","C1","2","BS4191",1,0,0,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.395,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-09-05","C2","2","BS4191",1,0,2.109375,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-09-05","C3","2","BS4191",1,0,4.21875,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-09-05","C4","2","BS4191",1,0,8.4375,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.385,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-09-05","C5","2","BS4191",1,0,16.875,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.405,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-09-05","C6","2","BS4191",1,0,33.75,"amp, spec","mMOPS","N",NA,NA,NA,NA,0.435,NA,NA,NA,NA,NA,NA,NA,NA
